ticker,accession,formType,filedAt,category
RNG,0001384905-25-000049,8-K,2025-11-03,NO_FETCH
SBAC,0001193125-25-262644,8-K,2025-11-03,NO_FETCH
SBUX,0000829224-25-000079,8-K,2025-11-03,NO_FETCH
SHW,0000089800-25-000128,8-K,2025-11-03,NO_FETCH
SLG,0001104659-25-105095,8-K,2025-11-03,NO_FETCH
SNDX,0001193125-25-262509,8-K,2025-11-03,NO_FETCH
SNDX,0001193125-25-262521,10-Q,2025-11-03,NO_FETCH
SON,0001104659-25-105673,8-K,2025-11-03,NO_FETCH
SPG,0001104659-25-105545,8-K,2025-11-03,NO_FETCH
SSTK,0001140361-25-040090,8-K,2025-11-03,NO_FETCH
ST,0001477294-25-000131,10-Q,2025-11-03,NO_FETCH
TMHC,0001193125-25-262820,8-K,2025-11-03,NO_FETCH
TMHC,0001193125-25-261726,8-K,2025-11-03,NO_FETCH
TROW,0001628280-25-047944,8-K,2025-11-03,NO_FETCH
UPWK,0001627475-25-000055,8-K,2025-11-03,NO_FETCH
VNO,0000899689-25-000042,8-K,2025-11-03,NO_FETCH
VNO,0000899689-25-000040,10-Q,2025-11-03,NO_FETCH
VNOM,0002074176-25-000048,8-K,2025-11-03,NO_FETCH
VRTX,0000875320-25-000230,8-K,2025-11-03,NO_FETCH
WDC,0001193125-25-262773,8-K,2025-11-03,NO_FETCH
WMB,0000107263-25-000143,8-K,2025-11-03,NO_FETCH
WMB,0000107263-25-000145,10-Q,2025-11-03,NO_FETCH
XENE,0001193125-25-262519,8-K,2025-11-03,NO_FETCH
XENE,0001193125-25-262646,10-Q,2025-11-03,NO_FETCH
ADM,0000007084-25-000049,8-K,2025-11-04,NO_FETCH
ADM,0000007084-25-000052,10-Q,2025-11-04,NO_FETCH
AEIS,0000927003-25-000021,8-K,2025-11-04,NO_FETCH
AEIS,0000927003-25-000023,10-Q,2025-11-04,NO_FETCH
AES,0000874761-25-000086,8-K,2025-11-04,NO_FETCH
AES,0000874761-25-000084,10-Q,2025-11-04,NO_FETCH
AFL,0001628280-25-048906,8-K,2025-11-04,NO_FETCH
AHCO,0001628280-25-048527,8-K,2025-11-04,NO_FETCH
AHCO,0001628280-25-048944,10-Q,2025-11-04,NO_FETCH
AIG,0000005272-25-000156,8-K,2025-11-04,NO_FETCH
ALGT,0001362468-25-000051,8-K,2025-11-04,NO_FETCH
ALSN,0001193125-25-265028,8-K,2025-11-04,NO_FETCH
AMD,0000002488-25-000163,8-K,2025-11-04,NO_FETCH
AMD,0000002488-25-000166,10-Q,2025-11-04,NO_FETCH
AMGN,0000318154-25-000070,8-K,2025-11-04,NO_FETCH
AMGN,0000318154-25-000072,10-Q,2025-11-04,NO_FETCH
AMRC,0001628280-25-048545,10-Q,2025-11-04,NO_FETCH
ANET,0001596532-25-000284,8-K,2025-11-04,NO_FETCH
ANET,0001596532-25-000286,10-Q,2025-11-04,NO_FETCH
APO,0001858681-25-000135,8-K,2025-11-04,NO_FETCH
AUPH,0001600620-25-000108,8-K,2025-11-04,NO_FETCH
BAX,0001628280-25-048897,10-Q,2025-11-04,NO_FETCH
BCRX,0001628280-25-048785,10-Q,2025-11-04,NO_FETCH
BEAM,0001193125-25-263536,8-K,2025-11-04,NO_FETCH
BEAM,0001193125-25-263542,10-Q,2025-11-04,NO_FETCH
BLD,0001104659-25-106265,10-Q,2025-11-04,NO_FETCH
BR,0001383312-25-000032,8-K,2025-11-04,NO_FETCH
BR,0001628280-25-048668,10-Q,2025-11-04,NO_FETCH
CDNA,0001217234-25-000063,10-Q,2025-11-04,NO_FETCH
CDW,0001402057-25-000193,10-Q,2025-11-04,NO_FETCH
CMC,0001193125-25-263606,8-K,2025-11-04,NO_FETCH
CTVA,0001755672-25-000020,8-K,2025-11-04,NO_FETCH
CYRX,0001104659-25-106421,8-K,2025-11-04,NO_FETCH
EEFT,0001554855-25-001937,10-Q,2025-11-04,NO_FETCH
EMN,0000915389-25-000183,10-Q,2025-11-04,NO_FETCH
EQH,0001333986-25-000064,8-K,2025-11-04,NO_FETCH
EVER,0001193125-25-264817,10-Q,2025-11-04,NO_FETCH
EXEL,0000939767-25-000127,8-K,2025-11-04,NO_FETCH
EXEL,0000939767-25-000128,10-Q,2025-11-04,NO_FETCH
EXPD,0001193125-25-264910,8-K,2025-11-04,NO_FETCH
EXPD,0001193125-25-264045,8-K,2025-11-04,NO_FETCH
FLYW,0001193125-25-264983,8-K,2025-11-04,NO_FETCH
FN,0001408710-25-000056,10-Q,2025-11-04,NO_FETCH
GDRX,0001809519-25-000141,8-K,2025-11-04,NO_FETCH
GDRX,0001809519-25-000143,10-Q,2025-11-04,NO_FETCH
GNRC,0001437749-25-033048,10-Q,2025-11-04,NO_FETCH
GO,0001771515-25-000166,8-K,2025-11-04,NO_FETCH
GT,0001628280-25-048584,10-Q,2025-11-04,NO_FETCH
HLIT,0001193125-25-264696,10-Q,2025-11-04,NO_FETCH
HLNE,0001433642-25-000114,8-K,2025-11-04,NO_FETCH
HLNE,0001433642-25-000117,10-Q,2025-11-04,NO_FETCH
HRL,0000048465-25-000053,8-K,2025-11-04,NO_FETCH
HRMY,0001104659-25-105942,8-K,2025-11-04,NO_FETCH
HRMY,0001104659-25-105962,10-Q,2025-11-04,NO_FETCH
HTZ,0001657853-25-000133,8-K,2025-11-04,NO_FETCH
HTZ,0001657853-25-000134,10-Q,2025-11-04,NO_FETCH
HUBB,0001193125-25-264659,8-K,2025-11-04,NO_FETCH
IAS,0001842718-25-000107,8-K,2025-11-04,NO_FETCH
IAS,0001842718-25-000109,10-Q,2025-11-04,NO_FETCH
IFF,0000051253-25-000047,8-K,2025-11-04,NO_FETCH
IFF,0001140361-25-040332,8-K,2025-11-04,NO_FETCH
IFF,0000051253-25-000049,10-Q,2025-11-04,NO_FETCH
IIPR,0001677576-25-000005,10-Q,2025-11-04,NO_FETCH
JKHY,0000779152-25-000090,8-K,2025-11-04,NO_FETCH
KURA,0001193125-25-263491,8-K,2025-11-04,NO_FETCH
KURA,0001193125-25-263589,10-Q,2025-11-04,NO_FETCH
KYMR,0001193125-25-263540,8-K,2025-11-04,NO_FETCH
KYMR,0001193125-25-263550,10-Q,2025-11-04,NO_FETCH
LMND,0001691421-25-000146,8-K,2025-11-04,NO_FETCH
LPX,0000060519-25-000033,8-K,2025-11-04,NO_FETCH
LYV,0001335258-25-000150,8-K,2025-11-04,NO_FETCH
LYV,0001335258-25-000151,10-Q,2025-11-04,NO_FETCH
MAR,0001048286-25-000011,8-K,2025-11-04,NO_FETCH
MAR,0001048286-25-000013,10-Q,2025-11-04,NO_FETCH
MARA,0001507605-25-000026,8-K,2025-11-04,NO_FETCH
MARA,0001507605-25-000028,10-Q,2025-11-04,NO_FETCH
MASI,0000937556-25-000160,8-K,2025-11-04,NO_FETCH
MASI,0000937556-25-000161,10-Q,2025-11-04,NO_FETCH
MDGL,0001628280-25-048525,8-K,2025-11-04,NO_FETCH
MDGL,0001628280-25-048559,10-Q,2025-11-04,NO_FETCH
MIRM,0001759425-25-000053,8-K,2025-11-04,NO_FETCH
MIRM,0001759425-25-000054,10-Q,2025-11-04,NO_FETCH
MLM,0001193125-25-263528,8-K,2025-11-04,NO_FETCH
MLM,0001193125-25-264566,10-Q,2025-11-04,NO_FETCH
MOS,0001628280-25-048961,8-K,2025-11-04,NO_FETCH
MPC,0001510295-25-000065,8-K,2025-11-04,NO_FETCH
MPC,0001510295-25-000059,8-K,2025-11-04,NO_FETCH
MPC,0001510295-25-000064,10-Q,2025-11-04,NO_FETCH
MRCY,0001049521-25-000060,8-K,2025-11-04,NO_FETCH
MRCY,0001049521-25-000062,10-Q,2025-11-04,NO_FETCH
MSTR,0001193125-25-263914,8-K,2025-11-04,NO_FETCH
MTCH,0000891103-25-000179,8-K,2025-11-04,NO_FETCH
MTCH,0000891103-25-000180,10-Q,2025-11-04,NO_FETCH
MYGN,0000899923-25-000112,10-Q,2025-11-04,NO_FETCH
NBR,0001104659-25-106472,8-K,2025-11-04,NO_FETCH
NCLH,0001171843-25-006936,8-K,2025-11-04,NO_FETCH
NCLH,0001104659-25-106057,10-Q,2025-11-04,NO_FETCH
NFLX,0001065280-25-000408,8-K,2025-11-04,NO_FETCH
OGS,0001587732-25-000055,10-Q,2025-11-04,NO_FETCH
OI,0001104659-25-106322,8-K,2025-11-04,NO_FETCH
OVV,0001193125-25-264965,8-K,2025-11-04,NO_FETCH
OVV,0001193125-25-264953,8-K,2025-11-04,NO_FETCH
OVV,0001193125-25-264977,10-Q,2025-11-04,NO_FETCH
PCTY,0001591698-25-000112,8-K,2025-11-04,NO_FETCH
PFE,0000078003-25-000149,8-K,2025-11-04,NO_FETCH
PFE,0000078003-25-000150,10-Q,2025-11-04,NO_FETCH
PG,0001193125-25-264728,8-K,2025-11-04,NO_FETCH
PINC,0001193125-25-264825,8-K,2025-11-04,NO_FETCH
PINC,0001577916-25-000019,10-Q,2025-11-04,NO_FETCH
PINS,0001506293-25-000228,8-K,2025-11-04,NO_FETCH
PINS,0001506293-25-000229,10-Q,2025-11-04,NO_FETCH
PSTG,0001628280-25-049165,8-K,2025-11-04,NO_FETCH
QLYS,0001107843-25-000037,8-K,2025-11-04,NO_FETCH
QLYS,0001107843-25-000038,10-Q,2025-11-04,NO_FETCH
RARE,0001193125-25-264707,8-K,2025-11-04,NO_FETCH
RARE,0001193125-25-265126,10-Q,2025-11-04,NO_FETCH
RGEN,0001193125-25-264666,10-Q,2025-11-04,NO_FETCH
RIVN,0001874178-25-000051,8-K,2025-11-04,NO_FETCH
RIVN,0001874178-25-000052,10-Q,2025-11-04,NO_FETCH
RNG,0001384905-25-000053,10-Q,2025-11-04,NO_FETCH
RPD,0001560327-25-000059,8-K,2025-11-04,NO_FETCH
RVLV,0001193125-25-264719,8-K,2025-11-04,NO_FETCH
RVLV,0001193125-25-264815,10-Q,2025-11-04,NO_FETCH
RYTM,0001104659-25-105904,8-K,2025-11-04,NO_FETCH
RYTM,0001104659-25-106264,10-Q,2025-11-04,NO_FETCH
SEE,0001012100-25-000090,8-K,2025-11-04,NO_FETCH
SEE,0001012100-25-000095,10-Q,2025-11-04,NO_FETCH
SHLS,0001831651-25-000091,8-K,2025-11-04,NO_FETCH
SHLS,0001831651-25-000093,10-Q,2025-11-04,NO_FETCH
SHOP,0001594805-25-000088,8-K,2025-11-04,NO_FETCH
SHOP,0001594805-25-000089,10-Q,2025-11-04,NO_FETCH
SLAB,0001038074-25-000021,8-K,2025-11-04,NO_FETCH
SLAB,0001038074-25-000023,10-Q,2025-11-04,NO_FETCH
SLGN,0001628280-25-048890,8-K,2025-11-04,NO_FETCH
SMCI,0001375365-25-000029,8-K,2025-11-04,NO_FETCH
SNPS,0001193125-25-263692,8-K,2025-11-04,NO_FETCH
SWK,0000093556-25-000152,8-K,2025-11-04,NO_FETCH
SWK,0000093556-25-000154,10-Q,2025-11-04,NO_FETCH
SXC,0001514705-25-000034,8-K,2025-11-04,NO_FETCH
SXC,0001514705-25-000036,10-Q,2025-11-04,NO_FETCH
TDC,0001628280-25-048834,8-K,2025-11-04,NO_FETCH
TENB,0001660280-25-000128,10-Q,2025-11-04,NO_FETCH
TOST,0001650164-25-000334,8-K,2025-11-04,NO_FETCH
TOST,0001650164-25-000341,10-Q,2025-11-04,NO_FETCH
TPG,0001880661-25-000073,8-K,2025-11-04,NO_FETCH
TPG,0001880661-25-000077,10-Q,2025-11-04,NO_FETCH
UBER,0001543151-25-000030,8-K,2025-11-04,NO_FETCH
UBER,0001543151-25-000033,10-Q,2025-11-04,NO_FETCH
UPWK,0001627475-25-000058,10-Q,2025-11-04,NO_FETCH
VC,0001111335-25-000178,10-Q/A,2025-11-04,NO_FETCH
VC,0001111335-25-000178,10-Q/A,2025-11-04,NO_FETCH
VOYA,0001535929-25-000112,8-K,2025-11-04,NO_FETCH
VRTX,0000875320-25-000232,10-Q,2025-11-04,NO_FETCH
W,0001193125-25-265169,8-K,2025-11-04,NO_FETCH
W,0001193125-25-263738,8-K,2025-11-04,NO_FETCH
WAT,0001193125-25-263520,8-K,2025-11-04,NO_FETCH
WAT,0001193125-25-263533,10-Q,2025-11-04,NO_FETCH
WERN,0000793074-25-000055,8-K,2025-11-04,NO_FETCH
WING,0001636222-25-000107,8-K,2025-11-04,NO_FETCH
WING,0001636222-25-000110,10-Q,2025-11-04,NO_FETCH
WLK,0001193125-25-263753,8-K,2025-11-04,NO_FETCH
YUM,0001041061-25-000091,8-K,2025-11-04,NO_FETCH
ZTS,0001555280-25-000272,8-K,2025-11-04,NO_FETCH
ZTS,0001555280-25-000274,10-Q,2025-11-04,NO_FETCH
ACAD,0001193125-25-266959,8-K,2025-11-05,NO_FETCH
ACAD,0001193125-25-267453,10-Q,2025-11-05,NO_FETCH
ACHC,0001437749-25-033347,8-K,2025-11-05,NO_FETCH
ACHC,0001193125-25-267062,10-Q,2025-11-05,NO_FETCH
ACMR,0001628280-25-049264,8-K,2025-11-05,NO_FETCH
ADNT,0001670541-25-000123,8-K,2025-11-05,NO_FETCH
AEE,0001002910-25-000127,8-K,2025-11-05,NO_FETCH
AFL,0001628280-25-049279,10-Q,2025-11-05,NO_FETCH
AIG,0000005272-25-000160,10-Q,2025-11-05,NO_FETCH
ALB,0000915913-25-000160,8-K,2025-11-05,NO_FETCH
ALB,0000915913-25-000162,10-Q,2025-11-05,NO_FETCH
ALGN,0001097149-25-000079,10-Q,2025-11-05,NO_FETCH
ALL,0000899051-25-000100,8-K,2025-11-05,NO_FETCH
ALL,0000899051-25-000102,10-Q,2025-11-05,NO_FETCH
AMC,0001411579-25-000071,8-K,2025-11-05,NO_FETCH
AMC,0001411579-25-000073,10-Q,2025-11-05,NO_FETCH
APA,0001841666-25-000028,8-K,2025-11-05,NO_FETCH
ARRY,0001820721-25-000093,8-K,2025-11-05,NO_FETCH
ARRY,0001820721-25-000095,10-Q,2025-11-05,NO_FETCH
ARVN,0001628280-25-049235,8-K,2025-11-05,NO_FETCH
ARVN,0001628280-25-049527,10-Q,2025-11-05,NO_FETCH
ATO,0000731802-25-000053,8-K,2025-11-05,NO_FETCH
BFAM,0001437578-25-000029,10-Q,2025-11-05,NO_FETCH
BG,0001628280-25-049208,8-K,2025-11-05,NO_FETCH
BLK,0001193125-25-267043,10-Q,2025-11-05,NO_FETCH
BMBL,0001830043-25-000039,8-K,2025-11-05,NO_FETCH
BSY,0001031308-25-000012,8-K,2025-11-05,NO_FETCH
BSY,0001031308-25-000015,10-Q,2025-11-05,NO_FETCH
CDLX,0001666071-25-000156,8-K,2025-11-05,NO_FETCH
CF,0001104659-25-107103,8-K,2025-11-05,NO_FETCH
CF,0001324404-25-000028,8-K,2025-11-05,NO_FETCH
CHH,0001046311-25-000028,8-K,2025-11-05,NO_FETCH
CHH,0001046311-25-000030,10-Q,2025-11-05,NO_FETCH
CMC,0001193125-25-265743,8-K,2025-11-05,NO_FETCH
CNK,0001193125-25-265661,8-K,2025-11-05,NO_FETCH
CNK,0001193125-25-265664,10-Q,2025-11-05,NO_FETCH
COTY,0001024305-25-000064,8-K,2025-11-05,NO_FETCH
COTY,0001024305-25-000065,10-Q,2025-11-05,NO_FETCH
CPRX,0001193125-25-267038,8-K,2025-11-05,NO_FETCH
CPRX,0001193125-25-266854,10-Q,2025-11-05,NO_FETCH
CTVA,0001755672-25-000022,10-Q,2025-11-05,NO_FETCH
CYTK,0001193125-25-266842,8-K,2025-11-05,NO_FETCH
CYTK,0001193125-25-267059,10-Q,2025-11-05,NO_FETCH
DAR,0000916540-25-000031,10-Q,2025-11-05,NO_FETCH
DASH,0001792789-25-000018,8-K,2025-11-05,NO_FETCH
DOCN,0001582961-25-000147,8-K,2025-11-05,NO_FETCH
DOCN,0001582961-25-000150,10-Q,2025-11-05,NO_FETCH
DT,0001628280-25-049224,8-K,2025-11-05,NO_FETCH
DT,0001628280-25-049225,10-Q,2025-11-05,NO_FETCH
DUOL,0001628280-25-049514,8-K,2025-11-05,NO_FETCH
DUOL,0001628280-25-049743,10-Q,2025-11-05,NO_FETCH
DVN,0001193125-25-267018,8-K,2025-11-05,NO_FETCH
ELAN,0001739104-25-000068,8-K,2025-11-05,NO_FETCH
ELAN,0001739104-25-000071,10-Q,2025-11-05,NO_FETCH
ELF,0001600033-25-000053,8-K,2025-11-05,NO_FETCH
EMR,0000032604-25-000079,8-K,2025-11-05,NO_FETCH
EOLS,0001628280-25-049564,8-K,2025-11-05,NO_FETCH
EPAM,0001352010-25-000053,8-K,2025-11-05,NO_FETCH
EW,0001099800-25-000062,10-Q,2025-11-05,NO_FETCH
EYE,0001628280-25-049201,8-K,2025-11-05,NO_FETCH
FANG,0001539838-25-000147,10-Q,2025-11-05,NO_FETCH
FRSH,0001544522-25-000106,8-K,2025-11-05,NO_FETCH
FRSH,0001544522-25-000107,10-Q,2025-11-05,NO_FETCH
FSLY,0001517413-25-000293,8-K,2025-11-05,NO_FETCH
GO,0001771515-25-000169,10-Q,2025-11-05,NO_FETCH
HAIN,0001193125-25-265805,8-K,2025-11-05,NO_FETCH
HAS,0000046080-25-000164,10-Q,2025-11-05,NO_FETCH
HL,0001193125-25-267085,8-K,2025-11-05,NO_FETCH
HL,0001193125-25-267093,10-Q,2025-11-05,NO_FETCH
HOOD,0001783879-25-000309,8-K,2025-11-05,NO_FETCH
HOOD,0001783879-25-000310,10-Q,2025-11-05,NO_FETCH
HPP,0001482512-25-000144,8-K,2025-11-05,NO_FETCH
HUBG,0001193125-25-266623,10-Q,2025-11-05,NO_FETCH
HUBS,0001193125-25-267023,8-K,2025-11-05,NO_FETCH
HUBS,0001193125-25-267056,10-Q,2025-11-05,NO_FETCH
HUM,0000049071-25-000055,8-K,2025-11-05,NO_FETCH
HUM,0000049071-25-000057,10-Q,2025-11-05,NO_FETCH
IBKR,0001381197-25-000158,10-Q,2025-11-05,NO_FETCH
IBP,0001628280-25-049253,8-K,2025-11-05,NO_FETCH
IBP,0001580905-25-000034,10-Q,2025-11-05,NO_FETCH
JAZZ,0001232524-25-000073,8-K,2025-11-05,NO_FETCH
JAZZ,0001232524-25-000074,10-Q,2025-11-05,NO_FETCH
KMT,0001628280-25-049219,8-K,2025-11-05,NO_FETCH
KMT,0001628280-25-049444,10-Q,2025-11-05,NO_FETCH
LAND,0001495240-25-000030,8-K,2025-11-05,NO_FETCH
LAND,0001495240-25-000028,10-Q,2025-11-05,NO_FETCH
LMND,0001691421-25-000149,10-Q,2025-11-05,NO_FETCH
LPX,0000060519-25-000035,10-Q,2025-11-05,NO_FETCH
LYFT,0001628280-25-049556,8-K,2025-11-05,NO_FETCH
LYFT,0001628280-25-049701,10-Q,2025-11-05,NO_FETCH
MCD,0000063908-25-000057,8-K,2025-11-05,NO_FETCH
MCD,0000063908-25-000059,10-Q,2025-11-05,NO_FETCH
MCK,0000927653-25-000138,8-K,2025-11-05,NO_FETCH
MCK,0000927653-25-000140,10-Q,2025-11-05,NO_FETCH
MET,0001099219-25-000227,8-K,2025-11-05,NO_FETCH
MHK,0000851968-25-000135,8-K,2025-11-05,NO_FETCH
MKSI,0001193125-25-267070,8-K,2025-11-05,NO_FETCH
MOS,0001628280-25-049494,10-Q,2025-11-05,NO_FETCH
MPWR,0001437749-25-033332,10-Q,2025-11-05,NO_FETCH
MQ,0001522540-25-000033,8-K,2025-11-05,NO_FETCH
MQ,0001522540-25-000035,10-Q,2025-11-05,NO_FETCH
MTW,0001193125-25-267016,8-K,2025-11-05,NO_FETCH
MUR,0001628280-25-049668,8-K,2025-11-05,NO_FETCH
MUR,0001628280-25-049670,10-Q,2025-11-05,NO_FETCH
NYT,0000071691-25-000124,8-K,2025-11-05,NO_FETCH
NYT,0000071691-25-000126,10-Q,2025-11-05,NO_FETCH
OC,0001370946-25-000239,8-K,2025-11-05,NO_FETCH
OC,0001370946-25-000241,10-Q,2025-11-05,NO_FETCH
OI,0001104659-25-107047,10-Q,2025-11-05,NO_FETCH
OMCL,0000926326-25-000031,10-Q,2025-11-05,NO_FETCH
ON,0001140361-25-040434,8-K,2025-11-05,NO_FETCH
PAA,0001070423-25-000023,8-K,2025-11-05,NO_FETCH
PACB,0001299130-25-000165,8-K,2025-11-05,NO_FETCH
PAGP,0001581990-25-000025,8-K,2025-11-05,NO_FETCH
PAYC,0001193125-25-266939,8-K,2025-11-05,NO_FETCH
PCOR,0001628280-25-049520,8-K,2025-11-05,NO_FETCH
PCTY,0001591698-25-000113,10-Q,2025-11-05,NO_FETCH
PEN,0001321732-25-000108,8-K,2025-11-05,NO_FETCH
PEN,0001321732-25-000109,10-Q,2025-11-05,NO_FETCH
PFGC,0001193125-25-265687,8-K,2025-11-05,NO_FETCH
PFGC,0001193125-25-266975,10-Q,2025-11-05,NO_FETCH
PPL,0000922224-25-000049,8-K,2025-11-05,NO_FETCH
PPL,0000922224-25-000051,10-Q,2025-11-05,NO_FETCH
PRI,0001193125-25-267082,8-K,2025-11-05,NO_FETCH
PSN,0001193125-25-265650,8-K,2025-11-05,NO_FETCH
PSN,0001193125-25-265659,10-Q,2025-11-05,NO_FETCH
QCOM,0000804328-25-000084,8-K,2025-11-05,NO_FETCH
QCOM,0000804328-25-000085,10-K,2025-11-05,NO_FETCH
QDEL,0001906324-25-000158,8-K,2025-11-05,NO_FETCH
QDEL,0001906324-25-000160,10-Q,2025-11-05,NO_FETCH
QTWO,0001410384-25-000157,8-K,2025-11-05,NO_FETCH
QTWO,0001410384-25-000156,8-K,2025-11-05,NO_FETCH
QTWO,0001410384-25-000159,10-Q,2025-11-05,NO_FETCH
RPD,0001560327-25-000062,10-Q,2025-11-05,NO_FETCH
SBGI,0001971213-25-000070,8-K,2025-11-05,NO_FETCH
SBGI,0001971213-25-000070,8-K,2025-11-05,NO_FETCH
SEDG,0001178913-25-003658,8-K,2025-11-05,NO_FETCH
SHOO,0001493152-25-020804,8-K,2025-11-05,NO_FETCH
SHW,0001193125-25-266102,8-K,2025-11-05,NO_FETCH
SLGN,0001628280-25-049626,8-K,2025-11-05,NO_FETCH
SLGN,0001628280-25-049324,10-Q,2025-11-05,NO_FETCH
SMG,0000825542-25-000011,8-K,2025-11-05,NO_FETCH
SNAP,0001564408-25-000063,8-K,2025-11-05,NO_FETCH
SNAP,0001564408-25-000065,10-Q,2025-11-05,NO_FETCH
SONO,0001314727-25-000083,8-K,2025-11-05,NO_FETCH
SPT,0001517375-25-000139,8-K,2025-11-05,NO_FETCH
SRE,0001032208-25-000062,8-K,2025-11-05,NO_FETCH
SRE,0001032208-25-000065,10-Q,2025-11-05,NO_FETCH
SSTK,0001549346-25-000043,8-K,2025-11-05,NO_FETCH
SSTK,0001549346-25-000045,10-Q,2025-11-05,NO_FETCH
STAA,0001193125-25-266857,8-K,2025-11-05,NO_FETCH
STAA,0001193125-25-266879,10-Q,2025-11-05,NO_FETCH
STX,0001193125-25-265772,8-K,2025-11-05,NO_FETCH
TDC,0001628280-25-049313,10-Q,2025-11-05,NO_FETCH
TECH,0001104659-25-106631,8-K,2025-11-05,NO_FETCH
TECH,0001104659-25-107053,10-Q,2025-11-05,NO_FETCH
TRGP,0001193125-25-265621,8-K,2025-11-05,NO_FETCH
TRGP,0001193125-25-266435,10-Q,2025-11-05,NO_FETCH
TRMB,0000864749-25-000283,8-K,2025-11-05,NO_FETCH
TRMB,0000864749-25-000286,10-Q,2025-11-05,NO_FETCH
TSCO,0000916365-25-000161,8-K,2025-11-05,NO_FETCH
U,0001810806-25-000167,8-K,2025-11-05,NO_FETCH
U,0001810806-25-000169,10-Q,2025-11-05,NO_FETCH
UPS,0001628280-25-049661,10-Q,2025-11-05,NO_FETCH
VIR,0001628280-25-049561,8-K,2025-11-05,NO_FETCH
VIR,0001628280-25-049694,10-Q,2025-11-05,NO_FETCH
VNOM,0002074176-25-000053,10-Q,2025-11-05,NO_FETCH
WLK,0001193125-25-267207,8-K,2025-11-05,NO_FETCH
WWW,0001628280-25-049214,8-K,2025-11-05,NO_FETCH
ZBRA,0001628280-25-049648,8-K,2025-11-05,NO_FETCH
ACMR,0001628280-25-050152,10-Q,2025-11-06,NO_FETCH
AEE,0001002910-25-000129,10-Q,2025-11-06,NO_FETCH
AFRM,0001628280-25-050159,8-K,2025-11-06,NO_FETCH
AFRM,0001628280-25-050295,10-Q,2025-11-06,NO_FETCH
AKAM,0001086222-25-000252,8-K,2025-11-06,NO_FETCH
ALEX,0001545654-25-000038,8-K,2025-11-06,NO_FETCH
ALGT,0001362468-25-000054,10-Q,2025-11-06,NO_FETCH
ALK,0000766421-25-000060,10-Q,2025-11-06,NO_FETCH
ALT,0001326190-25-000067,8-K,2025-11-06,NO_FETCH
ALT,0001326190-25-000055,8-K,2025-11-06,NO_FETCH
ALT,0001326190-25-000064,10-Q,2025-11-06,NO_FETCH
AMG,0001628280-25-050206,10-Q,2025-11-06,NO_FETCH
AMRX,0001723128-25-000062,10-Q,2025-11-06,NO_FETCH
AMTX,0001437749-25-033473,8-K,2025-11-06,NO_FETCH
AMTX,0001437749-25-033667,10-Q,2025-11-06,NO_FETCH
APA,0001841666-25-000031,10-Q,2025-11-06,NO_FETCH
APD,0000002969-25-000051,8-K,2025-11-06,NO_FETCH
APPN,0001441683-25-000066,8-K,2025-11-06,NO_FETCH
APPN,0001441683-25-000068,10-Q,2025-11-06,NO_FETCH
ARES,0001628280-25-049899,10-Q,2025-11-06,NO_FETCH
BDX,0001628280-25-049835,8-K,2025-11-06,NO_FETCH
BILL,0001628280-25-050144,8-K,2025-11-06,NO_FETCH
BILL,0001628280-25-050328,10-Q,2025-11-06,NO_FETCH
BL,0001171843-25-007093,8-K,2025-11-06,NO_FETCH
BLMN,0001546417-25-000139,8-K,2025-11-06,NO_FETCH
BLMN,0001546417-25-000141,10-Q,2025-11-06,NO_FETCH
CAH,0000721371-25-000133,8-K,2025-11-06,NO_FETCH
CARG,0001193125-25-269539,8-K,2025-11-06,NO_FETCH
CARG,0001193125-25-269604,10-Q,2025-11-06,NO_FETCH
CC,0001193125-25-269744,8-K,2025-11-06,NO_FETCH
CC,0001193125-25-269765,10-Q,2025-11-06,NO_FETCH
CE,0001306830-25-000221,8-K,2025-11-06,NO_FETCH
CE,0001306830-25-000217,8-K,2025-11-06,NO_FETCH
CF,0001324404-25-000030,10-Q,2025-11-06,NO_FETCH
CPT,0001628280-25-050242,8-K,2025-11-06,NO_FETCH
CYRX,0001104659-25-107640,10-Q,2025-11-06,NO_FETCH
DASH,0001792789-25-000020,10-Q,2025-11-06,NO_FETCH
DDOG,0001561550-25-000310,8-K,2025-11-06,NO_FETCH
DH,0001193125-25-269559,8-K,2025-11-06,NO_FETCH
DH,0001193125-25-269681,10-Q,2025-11-06,NO_FETCH
DHR,0000313616-25-000198,8-K,2025-11-06,NO_FETCH
DNUT,0001857154-25-000138,8-K,2025-11-06,NO_FETCH
DNUT,0001857154-25-000140,10-Q,2025-11-06,NO_FETCH
DOCS,0001516513-25-000110,8-K,2025-11-06,NO_FETCH
DOCS,0001516513-25-000111,10-Q,2025-11-06,NO_FETCH
DUK,0001326160-25-000190,8-K,2025-11-06,NO_FETCH
DVN,0001193125-25-268574,10-Q,2025-11-06,NO_FETCH
EBAY,0001552781-25-000398,8-K,2025-11-06,NO_FETCH
ED,0001047862-25-000139,8-K,2025-11-06,NO_FETCH
ED,0001047862-25-000138,10-Q,2025-11-06,NO_FETCH
EL,0001104659-25-107826,8-K,2025-11-06,NO_FETCH
EOG,0000821189-25-000129,8-K,2025-11-06,NO_FETCH
EOG,0000821189-25-000131,10-Q,2025-11-06,NO_FETCH
EPAM,0001352010-25-000056,10-Q,2025-11-06,NO_FETCH
EPD,0001061219-25-000036,10-Q,2025-11-06,NO_FETCH
ETR,0000065984-25-000152,8-K,2025-11-06,NO_FETCH
