accession_8k,ticker,fy,q,oracle_source
0000939767-25-000004,EXEL,2024,Q4,GT
0000939767-25-000017,EXEL,2024,Q4,GT
0000939767-25-000074,EXEL,2025,Q1,GT
0000939767-25-000111,EXEL,2025,Q2,GT
0000939767-25-000127,EXEL,2025,Q3,GT
0000939767-26-000003,EXEL,2025,Q4,GT
0000939767-26-000019,EXEL,2025,Q4,GT
0000950170-23-016574,EXPD,2023,Q1,GT
0000950170-23-039550,EXPD,2023,Q2,GT
0000950170-23-059900,EXPD,2023,Q3,GT
0000950170-24-017029,EXPD,2023,Q4,GT
0000950170-24-054162,EXPD,2024,Q1,GT
0000950170-24-091438,EXPD,2024,Q2,GT
0000950170-24-121182,EXPD,2024,Q3,GT
0000950170-25-021940,EXPD,2024,Q4,GT
0000950170-25-064162,EXPD,2025,Q1,GT
0000950170-25-102569,EXPD,2025,Q2,GT
0001193125-25-264045,EXPD,2025,Q3,GT
0001193125-26-066101,EXPD,2025,Q4,GT
0001324424-23-000029,EXPE,2023,Q1,GT
0001324424-23-000042,EXPE,2023,Q2,GT
0001324424-23-000058,EXPE,2023,Q3,GT
0001324424-24-000005,EXPE,2023,Q4,GT
0001324424-24-000024,EXPE,2024,Q1,GT
0001324424-24-000036,EXPE,2024,Q2,GT
0001324424-24-000049,EXPE,2024,Q3,GT
0001324424-25-000005,EXPE,2024,Q4,GT
0001324424-25-000025,EXPE,2025,Q1,GT
0001324424-25-000039,EXPE,2025,Q2,GT
0001324424-25-000049,EXPE,2025,Q3,GT
0001324424-26-000005,EXPE,2025,Q4,GT
0001628280-23-014876,EXR,2023,Q1,GT
0001628280-23-027254,EXR,2023,Q2,GT
0001628280-23-037374,EXR,2023,Q3,GT
0001628280-24-007229,EXR,2023,Q4,GT
0001628280-24-019360,EXR,2024,Q1,GT
0001628280-24-033498,EXR,2024,Q2,GT
0001628280-24-044105,EXR,2024,Q3,GT
0001628280-25-007741,EXR,2024,Q4,GT
0001628280-25-020731,EXR,2025,Q1,GT
0001289490-25-000007,EXR,2025,Q2,GT
0001289490-25-000020,EXR,2025,Q3,GT
0001289490-26-000007,EXR,2025,Q4,GT
0001710155-23-000021,EYE,2023,Q1,GT
0001710155-23-000038,EYE,2023,Q2,GT
0001710155-23-000043,EYE,2023,Q2,GT
0001710155-23-000050,EYE,2023,Q3,GT
0001710155-24-000017,EYE,2023,Q4,GT
0001710155-24-000026,EYE,2024,Q1,GT
0001710155-24-000050,EYE,2024,Q2,GT
0001710155-24-000057,EYE,2024,Q3,GT
0001104659-25-004105,EYE,2024,Q4,GT
0001710155-25-000009,EYE,2024,Q4,GT
0001710155-25-000015,EYE,2025,Q1,GT
0001710155-25-000042,EYE,2025,Q2,GT
0001628280-25-049201,EYE,2025,Q3,GT
0001628280-26-014376,EYE,2025,Q4,GT
0000037996-23-000028,F,2023,Q1,GT
0000037996-23-000047,F,2023,Q2,GT
0000037996-23-000066,F,2023,Q3,GT
0000037996-24-000008,F,2023,Q4,GT
0000037996-24-000074,F,2024,Q1,GT
0000037996-24-000143,F,2024,Q2,GT
0000037996-24-000183,F,2024,Q3,GT
0000037996-25-000011,F,2024,Q4,GT
0000037996-25-000071,F,2025,Q1,GT
0000037996-25-000146,F,2025,Q2,GT
0000037996-25-000185,F,2025,Q3,GT
0000037996-26-000014,F,2025,Q4,GT
0001539838-23-000034,FANG,2023,Q1,GT
0001539838-23-000042,FANG,2023,Q1,GT
0001539838-23-000095,FANG,2023,Q2,GT
0001539838-23-000098,FANG,2023,Q2,GT
0001539838-23-000126,FANG,2023,Q3,GT
0001539838-23-000129,FANG,2023,Q3,GT
0001539838-24-000009,FANG,2023,Q4,GT
0001140361-24-006881,FANG,2023,Q4,GT
0001539838-24-000013,FANG,2023,Q4,GT
0001539838-24-000075,FANG,2024,Q1,GT
0001539838-24-000088,FANG,2024,Q1,GT
0001539838-24-000144,FANG,2024,Q2,GT
0001539838-24-000147,FANG,2024,Q2,GT
0001539838-24-000188,FANG,2024,Q3,GT
0001539838-24-000191,FANG,2024,Q3,GT
0001539838-24-000195,FANG,2024,Q3,GT
0001539838-25-000003,FANG,2024,Q4,GT
0001539838-25-000016,FANG,2024,Q4,GT
0001539838-25-000058,FANG,2025,Q1,GT
0001539838-25-000063,FANG,2025,Q1,GT
0001539838-25-000120,FANG,2025,Q2,GT
0001539838-25-000124,FANG,2025,Q2,GT
0001539838-25-000141,FANG,2025,Q3,GT
0001539838-25-000144,FANG,2025,Q3,GT
0001539838-26-000003,FANG,2025,Q4,GT
0001539838-26-000006,FANG,2025,Q4,GT
0000815556-23-000019,FAST,2023,Q1,GT
0000815556-23-000039,FAST,2023,Q2,GT
0000815556-23-000043,FAST,2023,Q3,GT
0000815556-24-000002,FAST,2023,Q4,GT
0000815556-24-000017,FAST,2024,Q1,GT
0000815556-24-000028,FAST,2024,Q2,GT
0000815556-24-000035,FAST,2024,Q3,GT
0000815556-25-000048,FAST,2024,Q4,GT
0000815556-25-000079,FAST,2025,Q1,GT
0000815556-25-000104,FAST,2025,Q2,GT
0000815556-25-000116,FAST,2025,Q3,GT
0000815556-26-000003,FAST,2025,Q4,GT
0000815556-26-000019,FAST,2026,Q1,GT
0001650132-23-000070,FCPT,2023,Q1,GT
0001650132-23-000112,FCPT,2023,Q2,GT
0001650132-23-000141,FCPT,2023,Q3,GT
0001650132-24-000040,FCPT,2023,Q4,GT
0001650132-24-000075,FCPT,2024,Q1,GT
0000950170-24-088646,FCPT,2024,Q2,GT
0000950170-24-119004,FCPT,2024,Q3,GT
0000950170-25-018922,FCPT,2024,Q4,GT
0000950170-25-061126,FCPT,2025,Q1,GT
0000950170-25-099720,FCPT,2025,Q2,GT
0001193125-25-253802,FCPT,2025,Q3,GT
0001193125-26-046680,FCPT,2025,Q4,GT
0000831259-23-000016,FCX,2023,Q1,GT
0000831259-23-000029,FCX,2023,Q2,GT
0000831259-23-000034,FCX,2023,Q3,GT
0000831259-24-000002,FCX,2023,Q4,GT
0000831259-24-000013,FCX,2024,Q1,GT
0000831259-24-000026,FCX,2024,Q2,GT
0000831259-24-000028,FCX,2024,Q2,GT
0000831259-24-000036,FCX,2024,Q3,GT
0000831259-25-000014,FCX,2025,Q1,GT
0000831259-25-000028,FCX,2025,Q2,GT
0000831259-25-000048,FCX,2025,Q3,GT
0000831259-26-000006,FCX,2025,Q4,GT
0001013237-23-000034,FDS,2023,Q2,GT
0001013237-23-000065,FDS,2023,Q3,GT
0001013237-23-000094,FDS,2023,Q4,GT
0001013237-23-000193,FDS,2024,Q1,GT
0001013237-24-000036,FDS,2024,Q2,GT
0001013237-24-000071,FDS,2024,Q3,GT
0001013237-24-000119,FDS,2024,Q4,GT
0001013237-24-000190,FDS,2025,Q1,GT
0001013237-25-000042,FDS,2025,Q2,GT
0001013237-25-000064,FDS,2025,Q3,GT
0001013237-25-000084,FDS,2025,Q4,GT
0001628280-25-057794,FDS,2026,Q1,GT
0001628280-26-022203,FDS,2026,Q2,GT
0000950170-23-028931,FDX,2023,Q4,GT
0000950170-23-048991,FDX,2024,Q1,GT
0000950170-23-071485,FDX,2024,Q2,GT
0000950170-24-077290,FDX,2024,Q4,GT
0000950170-24-102826,FDX,2025,Q1,GT
0000950170-24-108098,FDX,2025,Q1,GT
0000950170-24-138448,FDX,2025,Q2,GT
0000950170-25-042661,FDX,2025,Q3,GT
0001048911-25-000005,FDX,2025,Q4,GT
0001048911-25-000042,FDX,2026,Q1,GT
0001048911-25-000076,FDX,2026,Q2,GT
0001048911-26-000010,FDX,2026,Q3,GT
0001031296-23-000030,FE,2023,Q1,GT
0001031296-23-000053,FE,2023,Q2,GT
0001031296-23-000059,FE,2023,Q3,GT
0001031296-24-000005,FE,2023,Q4,GT
0001031296-24-000024,FE,2024,Q1,GT
0001031296-24-000041,FE,2024,Q2,GT
0001031296-24-000054,FE,2024,Q3,GT
0001031296-25-000003,FE,2024,Q4,GT
0001031296-25-000014,FE,2025,Q1,GT
0001031296-25-000039,FE,2025,Q2,GT
0001031296-25-000080,FE,2025,Q3,GT
0001031296-26-000041,FE,2025,Q4,GT
0001048695-23-000016,FFIV,2023,Q2,GT
0001048695-23-000026,FFIV,2023,Q3,GT
0001048695-23-000034,FFIV,2023,Q4,GT
0001048695-24-000009,FFIV,2024,Q1,GT
0001048695-24-000060,FFIV,2024,Q2,GT
0001048695-24-000104,FFIV,2024,Q3,GT
0001048695-24-000154,FFIV,2024,Q4,GT
0001048695-25-000002,FFIV,2025,Q1,GT
0001048695-25-000075,FFIV,2025,Q2,GT
0001048695-25-000113,FFIV,2025,Q3,GT
0001048695-25-000153,FFIV,2025,Q4,GT
0001048695-26-000018,FFIV,2026,Q1,GT
0001628280-23-015728,FIGS,2023,Q1,GT
0001628280-23-027230,FIGS,2023,Q2,GT
0001628280-23-036402,FIGS,2023,Q3,GT
0001628280-24-007607,FIGS,2023,Q4,GT
0001628280-24-022237,FIGS,2024,Q1,GT
0001628280-24-036148,FIGS,2024,Q2,GT
0001628280-24-046350,FIGS,2024,Q3,GT
0001628280-25-008661,FIGS,2024,Q4,GT
0001628280-25-023874,FIGS,2025,Q1,GT
0001628280-25-038932,FIGS,2025,Q2,GT
0001628280-25-050184,FIGS,2025,Q3,GT
0001628280-26-012291,FIGS,2025,Q4,GT
0001288847-23-000075,FIVN,2023,Q1,GT
0001288847-23-000132,FIVN,2023,Q2,GT
0001288847-23-000154,FIVN,2023,Q3,GT
0001288847-24-000009,FIVN,2023,Q4,GT
0001288847-24-000059,FIVN,2024,Q1,GT
0001288847-24-000116,FIVN,2024,Q2,GT
0001288847-24-000151,FIVN,2024,Q3,GT
0001288847-25-000022,FIVN,2024,Q4,GT
0001288847-25-000080,FIVN,2025,Q1,GT
0001288847-25-000117,FIVN,2025,Q1,GT
0001288847-25-000175,FIVN,2025,Q2,GT
0001288847-25-000227,FIVN,2025,Q3,GT
0001288847-26-000021,FIVN,2025,Q4,GT
0001868941-23-000041,FLNC,2023,Q2,GT
0001868941-23-000057,FLNC,2023,Q3,GT
0001868941-23-000081,FLNC,2023,Q4,GT
0001868941-24-000012,FLNC,2024,Q1,GT
0001868941-24-000033,FLNC,2024,Q2,GT
0001868941-24-000041,FLNC,2024,Q2,GT
0001868941-24-000057,FLNC,2024,Q3,GT
0001868941-24-000066,FLNC,2024,Q4,GT
0001868941-25-000013,FLNC,2025,Q1,GT
0001868941-25-000055,FLNC,2025,Q2,GT
0001868941-25-000075,FLNC,2025,Q3,GT
0001868941-25-000079,FLNC,2025,Q4,GT
0001868941-26-000004,FLNC,2026,Q1,GT
0001628280-23-015983,FLR,2023,Q1,GT
0001628280-24-005450,FLR,2023,Q4,GT
0001628280-25-005922,FLR,2024,Q4,GT
0001124198-26-000006,FLR,2025,Q4,GT
0001193125-24-039954,FLS,2023,Q4,GT
0001193125-25-028617,FLS,2024,Q4,GT
0001193125-25-167111,FLS,2025,Q2,GT
0001193125-26-039379,FLS,2025,Q4,GT
0001193125-23-139432,FLYW,2023,Q1,GT
0001193125-23-206282,FLYW,2023,Q2,GT
0001193125-23-272444,FLYW,2023,Q3,GT
0001193125-24-048010,FLYW,2023,Q4,GT
0001193125-24-133128,FLYW,2024,Q1,GT
0001193125-24-194919,FLYW,2024,Q2,GT
0001193125-24-253131,FLYW,2024,Q3,GT
0001193125-25-035188,FLYW,2024,Q4,GT
0001193125-25-113876,FLYW,2025,Q1,GT
0001193125-25-173548,FLYW,2025,Q2,GT
0001193125-25-264983,FLYW,2025,Q3,GT
0001193125-26-067020,FLYW,2025,Q4,GT
0000037785-23-000093,FMC,2023,Q1,GT
0000037785-23-000110,FMC,2023,Q2,GT
0000037785-23-000151,FMC,2023,Q2,GT
0000037785-23-000156,FMC,2023,Q3,GT
0000037785-23-000171,FMC,2023,Q3,GT
0000037785-24-000017,FMC,2023,Q4,GT
0000037785-24-000064,FMC,2024,Q1,GT
0000037785-24-000098,FMC,2024,Q2,GT
0000037785-24-000112,FMC,2024,Q3,GT
0000037785-25-000012,FMC,2024,Q4,GT
0000037785-25-000054,FMC,2025,Q1,GT
0000037785-25-000078,FMC,2025,Q2,GT
0000037785-25-000123,FMC,2025,Q3,GT
0000037785-26-000036,FMC,2025,Q4,GT
0001408710-23-000016,FN,2023,Q3,GT
0001408710-23-000026,FN,2023,Q4,GT
0001408710-23-000034,FN,2024,Q1,GT
0001408710-24-000007,FN,2024,Q2,GT
0001408710-24-000017,FN,2024,Q3,GT
0001408710-24-000030,FN,2024,Q4,GT
0001408710-24-000038,FN,2025,Q1,GT
0001408710-25-000006,FN,2025,Q2,GT
0001408710-25-000021,FN,2025,Q3,GT
0001408710-25-000036,FN,2025,Q4,GT
0001408710-25-000054,FN,2026,Q1,GT
0001408710-26-000006,FN,2026,Q2,GT
0001507079-23-000014,FND,2023,Q1,GT
0001507079-23-000023,FND,2023,Q2,GT
0001507079-23-000029,FND,2023,Q3,GT
0001507079-24-000009,FND,2023,Q4,GT
0001507079-24-000015,FND,2024,Q1,GT
0001507079-24-000022,FND,2024,Q2,GT
0001507079-24-000036,FND,2024,Q3,GT
0001507079-25-000012,FND,2024,Q4,GT
0001507079-25-000094,FND,2025,Q1,GT
0001628280-25-037011,FND,2025,Q2,GT
0001628280-25-047536,FND,2025,Q3,GT
0001628280-26-009760,FND,2025,Q4,GT
0001704711-23-000024,FNKO,2023,Q1,GT
0001704711-23-000034,FNKO,2023,Q2,GT
0001704711-23-000042,FNKO,2023,Q3,GT
0001704711-24-000011,FNKO,2023,Q4,GT
0001704711-24-000076,FNKO,2024,Q1,GT
0001704711-24-000130,FNKO,2024,Q2,GT
0001704711-24-000155,FNKO,2024,Q3,GT
0001704711-25-000015,FNKO,2024,Q4,GT
0001704711-25-000072,FNKO,2025,Q1,GT
0001704711-25-000118,FNKO,2025,Q2,GT
0001704711-25-000134,FNKO,2025,Q3,GT
0001704711-26-000018,FNKO,2025,Q4,GT
0001794669-23-000008,FOUR,2023,Q1,GT
0001794669-23-000016,FOUR,2023,Q2,GT
0001794669-23-000024,FOUR,2023,Q3,GT
0001794669-24-000004,FOUR,2023,Q4,GT
0001794669-24-000014,FOUR,2024,Q1,GT
0001794669-24-000023,FOUR,2024,Q2,GT
0001794669-24-000031,FOUR,2024,Q3,GT
0001794669-25-000007,FOUR,2024,Q4,GT
0001794669-25-000017,FOUR,2025,Q1,GT
0001794669-25-000033,FOUR,2025,Q3,GT
0001794669-26-000006,FOUR,2025,Q4,GT
0001437749-23-012894,FRPT,2023,Q1,GT
0001437749-23-022194,FRPT,2023,Q2,GT
0001437749-23-030279,FRPT,2023,Q3,GT
0001437749-24-005453,FRPT,2023,Q4,GT
0001437749-24-014706,FRPT,2024,Q1,GT
0001611647-24-000008,FRPT,2024,Q2,GT
0001611647-24-000017,FRPT,2024,Q3,GT
0001611647-25-000005,FRPT,2024,Q4,GT
0001611647-25-000011,FRPT,2025,Q1,GT
0001611647-25-000019,FRPT,2025,Q2,GT
0001611647-25-000027,FRPT,2025,Q3,GT
0001611647-26-000002,FRPT,2025,Q4,GT
0001544522-23-000038,FRSH,2023,Q1,GT
0001544522-23-000053,FRSH,2023,Q2,GT
0001544522-23-000063,FRSH,2023,Q3,GT
0001544522-24-000003,FRSH,2023,Q4,GT
0001544522-24-000046,FRSH,2024,Q2,GT
0001544522-24-000056,FRSH,2024,Q3,GT
0001544522-25-000005,FRSH,2024,Q4,GT
0001544522-25-000028,FRSH,2025,Q1,GT
0001544522-25-000049,FRSH,2025,Q2,GT
0001544522-25-000106,FRSH,2025,Q3,GT
0001544522-26-000028,FRSH,2025,Q4,GT
0000034903-23-000043,FRT,2023,Q1,GT
0000034903-23-000052,FRT,2023,Q2,GT
0000034903-23-000063,FRT,2023,Q3,GT
0000034903-24-000031,FRT,2023,Q4,GT
0000034903-24-000044,FRT,2024,Q1,GT
0000034903-24-000055,FRT,2024,Q2,GT
0000034903-24-000068,FRT,2024,Q3,GT
0000034903-25-000015,FRT,2024,Q4,GT
0000034903-25-000036,FRT,2025,Q1,GT
0000034903-25-000051,FRT,2025,Q2,GT
0000034903-25-000062,FRT,2025,Q3,GT
0001274494-23-000009,FSLR,2023,Q1,GT
0001274494-23-000021,FSLR,2023,Q2,GT
0001274494-23-000024,FSLR,2023,Q3,GT
0001274494-24-000003,FSLR,2023,Q4,GT
0001628280-24-019623,FSLR,2024,Q1,GT
0001274494-24-000032,FSLR,2024,Q2,GT
0001274494-24-000037,FSLR,2024,Q3,GT
0001274494-25-000006,FSLR,2024,Q4,GT
0001274494-25-000009,FSLR,2024,Q4,GT
0001274494-25-000032,FSLR,2025,Q1,GT
0001274494-25-000053,FSLR,2025,Q2,GT
0001274494-25-000081,FSLR,2025,Q3,GT
0001274494-26-000020,FSLR,2025,Q4,GT
0001517413-23-000091,FSLY,2023,Q1,GT
0001517413-23-000216,FSLY,2023,Q2,GT
0001517413-23-000298,FSLY,2023,Q3,GT
0001517413-24-000029,FSLY,2023,Q4,GT
0001517413-24-000101,FSLY,2024,Q1,GT
0001517413-24-000171,FSLY,2024,Q2,GT
0001517413-24-000214,FSLY,2024,Q3,GT
0001517413-25-000027,FSLY,2024,Q4,GT
0001517413-25-000109,FSLY,2025,Q1,GT
0001517413-25-000215,FSLY,2025,Q2,GT
0001517413-25-000293,FSLY,2025,Q3,GT
0001517413-26-000026,FSLY,2025,Q4,GT
0001681459-23-000064,FTI,2023,Q1,GT
0001681459-23-000078,FTI,2023,Q2,GT
0001681459-23-000094,FTI,2023,Q3,GT
0001681459-24-000043,FTI,2023,Q4,GT
0001681459-24-000093,FTI,2024,Q1,GT
0001681459-24-000116,FTI,2024,Q2,GT
0001681459-24-000135,FTI,2024,Q3,GT
0001681459-25-000032,FTI,2024,Q4,GT
0001681459-25-000077,FTI,2025,Q1,GT
0001681459-25-000099,FTI,2025,Q2,GT
0001681459-25-000109,FTI,2025,Q3,GT
0001681459-26-000006,FTI,2025,Q4,GT
0001262039-23-000013,FTNT,2023,Q1,GT
0001262039-23-000027,FTNT,2023,Q2,GT
0001262039-23-000035,FTNT,2023,Q3,GT
0001262039-24-000006,FTNT,2023,Q4,GT
0001262039-24-000017,FTNT,2024,Q1,GT
0001262039-24-000032,FTNT,2024,Q2,GT
0001262039-24-000040,FTNT,2024,Q3,GT
0001262039-25-000007,FTNT,2024,Q4,GT
0001262039-25-000014,FTNT,2025,Q1,GT
0001262039-25-000025,FTNT,2025,Q2,GT
0001262039-26-000003,FTNT,2025,Q4,GT
0001659166-23-000147,FTV,2023,Q1,GT
0001659166-23-000193,FTV,2023,Q2,GT
0001659166-23-000230,FTV,2023,Q3,GT
0001659166-24-000023,FTV,2023,Q4,GT
0001659166-24-000106,FTV,2024,Q1,GT
0001659166-24-000146,FTV,2024,Q2,GT
0001659166-24-000161,FTV,2024,Q3,GT
0001659166-25-000014,FTV,2024,Q4,GT
0001659166-25-000079,FTV,2025,Q1,GT
0001659166-25-000104,FTV,2025,Q2,GT
0001659166-25-000119,FTV,2025,Q2,GT
0001659166-25-000129,FTV,2025,Q3,GT
0001659166-26-000003,FTV,2025,Q4,GT
0001999001-24-000025,FUN,2024,Q3,GT
0001999001-25-000048,FUN,2024,Q4,GT
0001999001-25-000100,FUN,2025,Q1,GT
0001999001-25-000152,FUN,2025,Q2,GT
0001999001-25-000171,FUN,2025,Q3,GT
0001999001-26-000022,FUN,2025,Q4,GT
0001398659-23-000016,G,2023,Q1,GT
0001398659-23-000025,G,2023,Q2,GT
0001398659-23-000033,G,2023,Q3,GT
0001398659-24-000025,G,2023,Q4,GT
0001398659-24-000078,G,2024,Q1,GT
0001398659-24-000085,G,2024,Q2,GT
0001398659-24-000098,G,2024,Q3,GT
0001398659-25-000025,G,2024,Q4,GT
0001398659-25-000057,G,2025,Q1,GT
0001398659-25-000094,G,2025,Q2,GT
0001398659-25-000107,G,2025,Q3,GT
0001398659-26-000002,G,2025,Q4,GT
0001193125-23-076173,GBX,2023,Q2,GT
0001193125-23-095751,GBX,2023,Q2,GT
0001193125-23-177953,GBX,2023,Q3,GT
0001193125-23-239025,GBX,2023,Q4,GT
0001193125-23-262210,GBX,2023,Q4,GT
0001193125-24-002907,GBX,2024,Q1,GT
0001193125-24-087960,GBX,2024,Q2,GT
0001193125-24-175952,GBX,2024,Q3,GT
0001193125-24-241871,GBX,2024,Q4,GT
0001193125-25-003515,GBX,2025,Q1,GT
0001193125-25-074671,GBX,2025,Q2,GT
0001193125-25-154013,GBX,2025,Q3,GT
0001193125-25-253533,GBX,2025,Q4,GT
0001193125-26-145584,GBX,2026,Q2,GT
0001609711-23-000080,GDDY,2023,Q1,GT
0001609711-23-000127,GDDY,2023,Q2,GT
0001609711-23-000165,GDDY,2023,Q3,GT
0001609711-24-000016,GDDY,2023,Q4,GT
0001609711-24-000070,GDDY,2024,Q1,GT
0001609711-24-000132,GDDY,2024,Q2,GT
0001609711-24-000165,GDDY,2024,Q3,GT
0001609711-25-000018,GDDY,2024,Q4,GT
0001609711-25-000075,GDDY,2025,Q1,GT
0001609711-25-000151,GDDY,2025,Q2,GT
0001609711-25-000206,GDDY,2025,Q3,GT
0001609711-26-000008,GDDY,2025,Q4,GT
0001193125-23-115360,GDRX,2023,Q1,GT
0000950170-23-020003,GDRX,2023,Q1,GT
0001628280-23-028384,GDRX,2023,Q2,GT
0001809519-23-000033,GDRX,2023,Q3,GT
0001809519-24-000006,GDRX,2023,Q4,GT
0001809519-24-000029,GDRX,2023,Q4,GT
0001809519-24-000081,GDRX,2024,Q1,GT
0001809519-24-000162,GDRX,2024,Q2,GT
0001809519-24-000194,GDRX,2024,Q3,GT
0001809519-25-000035,GDRX,2024,Q4,GT
0001809519-25-000073,GDRX,2025,Q1,GT
0001809519-25-000115,GDRX,2025,Q2,GT
0001809519-25-000141,GDRX,2025,Q3,GT
0001809519-26-000028,GDRX,2025,Q4,GT
0000040545-23-000135,GE,2023,Q1,GT
0000040545-23-000196,GE,2023,Q2,GT
0000040545-24-000024,GE,2023,Q4,GT
0000040545-24-000112,GE,2024,Q1,GT
0000040545-24-000174,GE,2024,Q2,GT
0000040545-24-000199,GE,2024,Q3,GT
0000040545-25-000009,GE,2024,Q4,GT
0000040545-25-000061,GE,2025,Q1,GT
0000040545-25-000108,GE,2025,Q2,GT
0000040545-25-000131,GE,2025,Q3,GT
0000040545-26-000005,GE,2025,Q4,GT
0000040545-26-000026,GE,2026,Q1,GT
0001576280-23-000059,GH,2023,Q1,GT
0001576280-23-000121,GH,2023,Q2,GT
0001576280-23-000186,GH,2023,Q3,GT
0001193125-24-004446,GH,2023,Q4,GT
0001576280-24-000039,GH,2023,Q4,GT
0001576280-24-000108,GH,2024,Q1,GT
0001576280-24-000189,GH,2024,Q2,GT
0001576280-24-000260,GH,2024,Q3,GT
0001193125-25-005319,GH,2024,Q4,GT
0001576280-25-000043,GH,2024,Q4,GT
0001576280-25-000135,GH,2025,Q1,GT
0001576280-25-000245,GH,2025,Q2,GT
0001576280-25-000276,GH,2025,Q3,GT
0001576280-26-000004,GH,2025,Q4,GT
0001576280-26-000012,GH,2025,Q4,GT
0000882095-23-000014,GILD,2023,Q1,GT
0000882095-23-000022,GILD,2023,Q2,GT
0000882095-23-000029,GILD,2023,Q3,GT
0000882095-24-000003,GILD,2023,Q4,GT
0000882095-24-000010,GILD,2024,Q1,GT
0000882095-24-000020,GILD,2024,Q2,GT
0000882095-24-000025,GILD,2024,Q3,GT
0000882095-25-000003,GILD,2024,Q4,GT
0000882095-25-000009,GILD,2025,Q1,GT
0000882095-25-000030,GILD,2025,Q2,GT
0000882095-25-000044,GILD,2025,Q3,GT
0000882095-26-000003,GILD,2025,Q4,GT
0001193125-23-176744,GIS,2023,Q4,GT
0001193125-23-238038,GIS,2024,Q1,GT
0001193125-23-299294,GIS,2024,Q2,GT
0001193125-24-072050,GIS,2024,Q3,GT
0001193125-24-168511,GIS,2024,Q4,GT
0001193125-24-221059,GIS,2025,Q1,GT
0001193125-24-280822,GIS,2025,Q2,GT
0001193125-25-057150,GIS,2025,Q3,GT
0001193125-25-146132,GIS,2025,Q4,GT
0001193125-25-205477,GIS,2026,Q1,GT
0001628280-25-057486,GIS,2026,Q2,GT
0001628280-26-019020,GIS,2026,Q3,GT
0001558370-23-007832,GKOS,2023,Q1,GT
0001558370-23-012911,GKOS,2023,Q2,GT
0001558370-23-017235,GKOS,2023,Q3,GT
0001558370-24-000141,GKOS,2023,Q4,GT
0001558370-24-001431,GKOS,2023,Q4,GT
0001558370-24-006383,GKOS,2024,Q1,GT
0001558370-24-010478,GKOS,2024,Q2,GT
0001558370-24-014262,GKOS,2024,Q3,GT
0001558370-25-001217,GKOS,2024,Q4,GT
0001558370-25-005999,GKOS,2025,Q1,GT
0001558370-25-009798,GKOS,2025,Q2,GT
0001104659-25-103722,GKOS,2025,Q3,GT
0001104659-26-003321,GKOS,2025,Q4,GT
0001104659-26-016410,GKOS,2025,Q4,GT
0001437749-23-010959,GLW,2023,Q1,GT
0001437749-23-020585,GLW,2023,Q2,GT
0001437749-23-028803,GLW,2023,Q3,GT
0001437749-24-002506,GLW,2023,Q4,GT
0001437749-24-013839,GLW,2024,Q1,GT
0001206774-24-000650,GLW,2024,Q2,GT
0001437749-24-023825,GLW,2024,Q2,GT
0001437749-24-032360,GLW,2024,Q3,GT
0001628280-25-002912,GLW,2024,Q4,GT
0001628280-25-020470,GLW,2025,Q1,GT
0001628280-25-036303,GLW,2025,Q2,GT
0000024741-25-000109,GLW,2025,Q3,GT
0000024741-26-000034,GLW,2025,Q4,GT
0001467858-23-000074,GM,2023,Q1,GT
0001467858-23-000095,GM,2023,Q2,GT
0001467858-23-000104,GM,2023,Q3,GT
0001467858-24-000029,GM,2023,Q4,GT
0001467858-24-000074,GM,2024,Q1,GT
0001467858-24-000100,GM,2024,Q2,GT
0001467858-24-000115,GM,2024,Q3,GT
0001467858-25-000030,GM,2024,Q4,GT
0001467858-25-000089,GM,2025,Q1,GT
0001467858-25-000119,GM,2025,Q2,GT
0001467858-25-000141,GM,2025,Q3,GT
0001467858-26-000011,GM,2025,Q4,GT
0001562762-23-000208,GMED,2023,Q1,GT
0001562762-23-000305,GMED,2023,Q2,GT
0001562762-23-000405,GMED,2023,Q3,GT
0001562762-24-000006,GMED,2023,Q4,GT
0001562762-24-000030,GMED,2023,Q4,GT
0001562762-24-000124,GMED,2024,Q1,GT
0001562762-24-000195,GMED,2024,Q2,GT
0001562762-24-000250,GMED,2024,Q3,GT
0001562762-25-000006,GMED,2024,Q4,GT
0001562762-25-000024,GMED,2024,Q4,GT
0001562762-25-000114,GMED,2025,Q1,GT
0001562762-25-000166,GMED,2025,Q2,GT
0001562762-25-000198,GMED,2025,Q2,GT
0001237831-25-000029,GMED,2025,Q3,GT
0001628280-26-001189,GMED,2025,Q4,GT
0001628280-26-011124,GMED,2025,Q4,GT
0001104659-23-073477,GMS,2023,Q4,GT
0001104659-23-096997,GMS,2024,Q1,GT
0001104659-23-124123,GMS,2024,Q2,GT
0001104659-24-028982,GMS,2024,Q3,GT
0001104659-24-073045,GMS,2024,Q4,GT
0001104659-24-094232,GMS,2025,Q1,GT
0001104659-24-125727,GMS,2025,Q2,GT
0001104659-25-021141,GMS,2025,Q3,GT
0001104659-25-060415,GMS,2025,Q4,GT
0001437749-23-012184,GNRC,2023,Q1,GT
0001437749-23-021513,GNRC,2023,Q2,GT
0001437749-23-029637,GNRC,2023,Q3,GT
0001437749-24-003977,GNRC,2023,Q4,GT
0001437749-24-014044,GNRC,2024,Q1,GT
0001437749-24-023974,GNRC,2024,Q2,GT
0001437749-24-032683,GNRC,2024,Q3,GT
0001437749-25-003476,GNRC,2024,Q4,GT
0001437749-25-013608,GNRC,2025,Q1,GT
