exchange,symbol,name,sector,industry
NASDAQ,RKLB,"Rocket Lab USA, Inc. - Common Stock",Industrials,Aerospace & Defense
NYSE,USNA,"USANA Health Sciences, Inc. Common Stock",Consumer Defensive,Packaged Foods
NASDAQ,PETV,"PetVivo Holdings, Inc. - Common Stock",Healthcare,Medical Devices
NASDAQ,NTUS,Natus Medical Incorporated - Common Stock,,
NASDAQ,OCDX,Ortho Clinical Diagnostics Holdings plc - Ordinary Shares,,
NYSE,APH,Amphenol Corporation Common Stock,Technology,Electronic Components
NYSE,AB,AllianceBernstein Holding L.P.  Units,Financial Services,Asset Management
NASDAQ,MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",Consumer Cyclical,Recreational Vehicles
NYSE,STOR,STORE Capital Corporation Common Stock,,
NASDAQ,TPIC,"TPI Composites, Inc. - Common Stock",Industrials,Specialty Industrial Machinery
NYSE,OGE,OGE Energy Corp Common Stock,Utilities,Utilities - Regulated Electric
NYSE,WFG,West Fraser Timber Co. Ltd Common stock,Basic Materials,Lumber & Wood Production
TSX,SIS,Savaria Corporation,Industrials,Specialty Industrial Machinery
NYSE,SMRT,"SmartRent, Inc. Class A Common Stock",Technology,Software - Application
NYSE,ROL,"Rollins, Inc. Common Stock",Consumer Cyclical,Personal Services
NASDAQ,LRMR,"Larimar Therapeutics, Inc.",,
NYSE,AMRX,"Amneal Pharmaceuticals, Inc. Class A Common Stock",Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,VTRU,Vitru Limited - Common Shares,Consumer Defensive,Education & Training Services
AMEX,AUMN,Golden Minerals Company Common Stock,,
NYSE,UA,"Under Armour, Inc. Class C Common Stock",Consumer Cyclical,Apparel Manufacturing
TSX,ERE.UN,European Residential Real Estate Investment Trust,Real Estate,REIT - Residential
NYSE,PWSC,"PowerSchool Holdings, Inc. Class A Common Stock",Technology,Software - Application
NYSE,EIX,Edison International Common Stock,Utilities,Utilities - Regulated Electric
NASDAQ,PTE,"PolarityTE, Inc. - Common Stock",,
NASDAQ,EDRY,EuroDry Ltd. - Common Shares,Industrials,Marine Shipping
TSX,ATD,Alimentation Couche-Tard Inc.,Consumer Cyclical,Specialty Retail
NYSE,HMN,Horace Mann Educators Corporation Common Stock,Financial Services,Insurance - Property & Casualty
NASDAQ,TRUP,"Trupanion, Inc. - Common Stock",Financial Services,Insurance - Specialty
NYSE,CAL,"Caleres, Inc. Common Stock",Consumer Cyclical,Apparel Retail
NASDAQ,SPT,"Sprout Social, Inc - Class A Common Stock",Technology,Software - Application
NYSE,XIN,Xinyuan Real Estate Co Ltd American Depositary Shares,,
NASDAQ,CERT,"Certara, Inc. - Common Stock",Healthcare,Health Information Services
NASDAQ,ALOT,"AstroNova, Inc. - Common Stock",Technology,Computer Hardware
NASDAQ,LPTH,"LightPath Technologies, Inc. - Class A Common Stock",Technology,Electronic Components
NYSE,PEI,Pennsylvania Real Estate Investment Trust Common Stock,,
NYSE,SIX,Six Flags Entertainment Corporation New Common Stock,Consumer Cyclical,Leisure
NASDAQ,ABUS,Arbutus Biopharma Corporation - Common Stock,Healthcare,Biotechnology
NYSE,EQR,Equity Residential Common Shares of Beneficial Interest,Real Estate,REIT - Residential
NASDAQ,SOTK,Sono-Tek Corporation - Common Stock,Technology,Scientific & Technical Instruments
NYSE,NRDY,Nerdy Inc. Class A Common Stock,Technology,Software - Application
NYSE,PSTG,"Pure Storage, Inc. Class A Common Stock",Technology,Computer Hardware
TSXV,KHRN,Khiron Life Sciences Corp.,,
NYSE,CBZ,"CBIZ, Inc. Common Stock",Industrials,Specialty Business Services
TSX,GSC,Golden Star Resources Ltd.,,
NASDAQ,IRWD,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,IMVT,"Immunovant, Inc.  - Common Stock",,
NASDAQ,BOKF,BOK Financial Corporation - Common Stock,Financial Services,Banks - Regional
NASDAQ,CCRN,"Cross Country Healthcare, Inc. - Common Stock",Healthcare,Medical Care Facilities
NYSE,ACR,ACRES Commercial Realty Corp. Common Stock,Real Estate,REIT - Mortgage
NASDAQ,LI,Li Auto Inc. - American Depositary Shares,Consumer Cyclical,Auto Manufacturers
NYSE,FOR,Forestar Group Inc Common Stock ,Real Estate,Real Estate - Development
NASDAQ,BYSI,"BeyondSpring, Inc. - Ordinary Shares",,
NASDAQ,RDNT,"RadNet, Inc. - Common Stock",Healthcare,Diagnostics & Research
NYSE,RH,RH Common Stock,Consumer Cyclical,Specialty Retail
NYSE,SFBS,"ServisFirst Bancshares, Inc. Common Stock",Financial Services,Banks - Regional
NYSE,MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,,
NASDAQ,VITL,"Vital Farms, Inc. - Common Stock",Consumer Defensive,Farm Products
NASDAQ,RGLD,"Royal Gold, Inc. - Common Stock",Basic Materials,Gold
OTC,IAALF,Ibc Advanced Alloy Cp Ord,Industrials,Metal Fabrication
NASDAQ,CHDN,"Churchill Downs, Incorporated - Common Stock",Consumer Cyclical,Gambling
NASDAQ,NRXP,"NRX Pharmaceuticals, Inc. - Common Stock",Healthcare,Biotechnology
NYSE,EL,"Estee Lauder Companies, Inc. (The) Common Stock",Consumer Defensive,Household & Personal Products
NASDAQ,VERO,Venus Concept Inc.  - Common Stock,Healthcare,Medical Devices
NYSE,ARNC,Arconic Corporation Common Stock ,,
NASDAQ,LEGH,Legacy Housing Corporation - Common Stock,Consumer Cyclical,Residential Construction
NASDAQ,CXDO,"Crexendo, Inc. - Common Stock",Communication Services,Telecom Services
NYSE,TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,,
NASDAQ,INBK,First Internet Bancorp - Common Stock,Financial Services,Banks - Regional
NYSE,BJ,"BJ's Wholesale Club Holdings, Inc. Common Stock",Consumer Defensive,Discount Stores
NYSE,BB,BlackBerry Limited Common Stock,Technology,Software - Infrastructure
AMEX,BKTI,BK Technologies Corporation Common Stock,Technology,Communication Equipment
NASDAQ,CYBE,CyberOptics Corporation - Common Stock,,
AMEX,SYN,"Synthetic Biologics, Inc. Common Stock",,
AMEX,ACU,Acme United Corporation. Common Stock,Consumer Defensive,Household & Personal Products
NASDAQ,LBAI,"Lakeland Bancorp, Inc. - Common Stock",Financial Services,Banks - Regional
NYSE,AGO,Assured Guaranty Ltd. Common Stock,Financial Services,Insurance - Specialty
AMEX,XTNT,"Xtant Medical Holdings, Inc. Common Stock",Healthcare,Medical Devices
NYSE,VMC,Vulcan Materials Company (Holding Company) Common Stock,Basic Materials,Building Materials
NYSE,BBU,Brookfield Business Partners L.P. Limited Partnership Units ,Industrials,Conglomerates
NASDAQ,ENTX,Entera Bio Ltd. - Ordinary Shares,,
NASDAQ,FEIM,"Frequency Electronics, Inc. - Common Stock",Technology,Communication Equipment
NASDAQ,MASI,Masimo Corporation - Common Stock,Healthcare,Medical Devices
NASDAQ,ERIC,Ericsson - American Depositary Shares each representing 1 underlying Class B share,Technology,Communication Equipment
NASDAQ,ZIOP,ZIOPHARM Oncology Inc,,
AMEX,IMO,Imperial Oil Limited Common Stock,Energy,Oil & Gas Integrated
NASDAQ,LPRO,Open Lending Corporation - Common Stock,Financial Services,Credit Services
NYSE,GL,Globe Life Inc. Common Stock,Financial Services,Insurance - Life
NYSE,SEMR,"SEMrush Holdings, Inc. Class A Common Stock",Technology,Software - Application
NASDAQ,RTLR,Rattler Midstream LP,,
NASDAQ,DCTH,"Delcath Systems, Inc. - Common Stock",Healthcare,Medical Devices
NASDAQ,STGW,Stagwell Inc. - Class A Common Stock,Communication Services,Advertising Agencies
NASDAQ,MOMO,Hello Group Inc.  - American Depositary Shares,Communication Services,Internet Content & Information
NYSE,CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock,,
NASDAQ,SFM,"Sprouts Farmers Market, Inc. - Common Stock",Consumer Defensive,Grocery Stores
NASDAQ,YTEN,"Yield10 Bioscience, Inc.  - Common Stock",Basic Materials,Agricultural Inputs
NASDAQ,TRUE,"TrueCar, Inc. - Common Stock",Communication Services,Internet Content & Information
NYSE,GTLS,"Chart Industries, Inc. Common Stock",Industrials,Specialty Industrial Machinery
NASDAQ,CVGI,"Commercial Vehicle Group, Inc. - Common Stock",Consumer Cyclical,Auto Parts
NASDAQ,WWD,"Woodward, Inc. - Common Stock",Industrials,Aerospace & Defense
TSX,IFP,Interfor Corporation,Basic Materials,Lumber & Wood Production
NASDAQ,SOHO,Sotherly Hotels Inc. - Common Stock,Real Estate,REIT - Hotel & Motel
NASDAQ,LUNA,Luna Innovations Incorporated - Common Stock,Technology,Scientific & Technical Instruments
NYSE,EOG,"EOG Resources, Inc. Common Stock",Energy,Oil & Gas E&P
NASDAQ,FRME,First Merchants Corporation - Common Stock,Financial Services,Banks - Regional
NYSE,SF,Stifel Financial Corporation Common Stock,Financial Services,Capital Markets
NASDAQ,CNTB,Connect Biopharma Holdings Limited,,
NYSE,AWR,American States Water Company Common Stock,Utilities,Utilities - Regulated Water
NYSE,MX,Magnachip Semiconductor Corporation Common Stock,Technology,Semiconductors
OTC,NGTF,Nightfood Hldgs Inc,,
OTC,VRNOF,Verano Hldgs Corp,Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,VNDA,Vanda Pharmaceuticals Inc. - Common Stock,Healthcare,Biotechnology
NYSE,K,Kellanova Common Stock,Consumer Defensive,Packaged Foods
NASDAQ,ODP,The ODP Corporation - Common Stock,Consumer Cyclical,Specialty Retail
TSX,SGR.U,Slate Grocery REIT,Real Estate,REIT - Retail
NYSE,GKOS,Glaukos Corporation Common Stock,Healthcare,Medical Devices
NYSE,GOTU,Gaotu Techedu Inc. American Depositary Shares,Consumer Defensive,Education & Training Services
TSX,BDI,Black Diamond Group Limited,Industrials,Rental & Leasing Services
NYSE,JILL,"J. Jill, Inc. Common Stock",Consumer Cyclical,Apparel Retail
NASDAQ,FOCS,Focus Financial Partners Inc. - Common Stock,,
NYSE,ANF,Abercrombie & Fitch Company Common Stock,Consumer Cyclical,Apparel Retail
NASDAQ,CERN,Cerner Corporation,,
NASDAQ,DIBS,"1stdibs.com, Inc. - Common Stock",Consumer Cyclical,Internet Retail
NYSE,SITE,"SiteOne Landscape Supply, Inc. Common Stock",Industrials,Industrial Distribution
NASDAQ,VSEC,VSE Corporation - Common Stock,Industrials,Aerospace & Defense
NYSE,KMPR,Kemper Corporation,Financial Services,Insurance - Property & Casualty
NASDAQ,CATC,Cambridge Bancorp - Common Stock,Financial Services,Banks - Regional
NYSE,PLD,"Prologis, Inc. Common Stock",Real Estate,REIT - Industrial
NASDAQ,CVRX,"CVRx, Inc. - Common Stock",Healthcare,Medical Devices
NYSE,ACM,AECOM Common Stock,Industrials,Engineering & Construction
NASDAQ,LKCO,Luokung Technology Corp - Ordinary Shares,,
NASDAQ,UCL,uCloudlink Group Inc. - American Depositary Shares,Communication Services,Telecom Services
NASDAQ,TENX,"Tenax Therapeutics, Inc.",,
AMEX,DLA,"Delta Apparel, Inc. Common Stock",Consumer Cyclical,Apparel Manufacturing
NYSE,CBU,"Community Financial System, Inc. Common Stock",Financial Services,Banks - Regional
NASDAQ,TBLA,Taboola.com Ltd. - Ordinary Shares,Communication Services,Internet Content & Information
NYSE,BRMK,Broadmark Realty Capital Inc. Common Stock,,
NYSE,ML,MoneyLion Inc. Class A Common Stock,Technology,Software - Application
NASDAQ,LINC,Lincoln Educational Services Corporation - Common Stock,Consumer Defensive,Education & Training Services
NYSE,AQN,Algonquin Power & Utilities Corp. Common Shares,Utilities,Utilities - Renewable
NYSE,VMI,"Valmont Industries, Inc. Common Stock",Industrials,Conglomerates
NYSE,MA,Mastercard Incorporated Common Stock,Financial Services,Credit Services
NASDAQ,TMCI,"Treace Medical Concepts, Inc. - Common Stock",Healthcare,Medical Devices
NYSE,SCI,Service Corporation International Common Stock,Consumer Cyclical,Personal Services
NASDAQ,STFC,State Auto Financial Corporation,,
NYSE,DHI,"D.R. Horton, Inc. Common Stock",Consumer Cyclical,Residential Construction
NASDAQ,SATS,EchoStar Corporation - Common stock,Technology,Communication Equipment
NYSE,TSLX,"Sixth Street Specialty Lending, Inc. Common Stock",Financial Services,Asset Management
NASDAQ,PRFT,"Perficient, Inc. - Common Stock",Technology,Information Technology Services
NASDAQ,FOXF,Fox Factory Holding Corp. - Common Stock,Consumer Cyclical,Auto Parts
NYSE,KO,Coca-Cola Company (The) Common Stock,Consumer Defensive,Beverages - Non-Alcoholic
NASDAQ,TRHC,"Tabula Rasa HealthCare, Inc. - Common Stock",,
NYSE,WSO,"Watsco, Inc. Common Stock",Industrials,Industrial Distribution
NASDAQ,SBAC,SBA Communications Corporation - Class A Common Stock,Real Estate,REIT - Specialty
NASDAQ,TTEC,"TTEC Holdings, Inc. - Common Stock",Technology,Information Technology Services
AMEX,BTN,"Ballantyne Strong, Inc. Common Stock",,
NYSE,MSM,"MSC Industrial Direct Company, Inc. Common Stock",Industrials,Industrial Distribution
NASDAQ,LTRX,"Lantronix, Inc. - Common Stock",Technology,Communication Equipment
NASDAQ,CEVA,"CEVA, Inc. - Common Stock",Technology,Semiconductors
TSX,EFN,Element Fleet Management Corp.,Industrials,Rental & Leasing Services
TSX,CBD.U,HempFusion Wellness Inc.,,
NASDAQ,CARG,"CarGurus, Inc. - Class A Common Stock",Consumer Cyclical,Auto & Truck Dealerships
NYSE,SRT,"StarTek, Inc. Common Stock",Technology,Information Technology Services
NYSE,FBHS,"Fortune Brands Home & Security, Inc. Common Stock",,
NYSE,OXY,Occidental Petroleum Corporation Common Stock,Energy,Oil & Gas E&P
NASDAQ,SPFI,"South Plains Financial, Inc. - Common Stock",Financial Services,Banks - Regional
NASDAQ,PNTG,"The Pennant Group, Inc. - Common Stock",Healthcare,Medical Care Facilities
NASDAQ,SUNS,"Sunrise Realty Trust, Inc. - Common Stock",Real Estate,REIT - Mortgage
NASDAQ,ZY,Zymergen Inc.,,
NASDAQ,SFNC,Simmons First National Corporation - Common Stock,Financial Services,Banks - Regional
NASDAQ,CURI,CuriosityStream Inc.  - Class A Common Stock,Communication Services,Broadcasting
NASDAQ,TUEM,Tuesday Morning Corp. - Common Stock,,
NASDAQ,CHNG,Change Healthcare Inc. - Common Stock,,
NASDAQ,HEPA,"Hepion Pharmaceuticals, Inc.",,
NASDAQ,BIOC,"Biocept, Inc. - Common Stock",,
NYSE,PGTI,"PGT Innovations, Inc.",Industrials,Building Products & Equipment
NASDAQ,SBLK,Star Bulk Carriers Corp. - Common Shares,Industrials,Marine Shipping
NYSE,SQ,"Block, Inc. Class A Common Stock,",Technology,Software - Infrastructure
NASDAQ,ENG,ENGlobal Corporation - Common Stock,,
NYSE,CEIX,CONSOL Energy Inc. Common Stock ,Energy,Thermal Coal
AMEX,WLMS,Williams Industrial Services Group Inc. Common Stock,,
NASDAQ,AAON,"AAON, Inc. - Common Stock",Industrials,Building Products & Equipment
NASDAQ,RAIL,"Freightcar America, Inc. - Common Stock",Industrials,Railroads
NYSE,RYN,Rayonier Inc. REIT Common Stock,Real Estate,REIT - Specialty
NASDAQ,AMPL,"Amplitude, Inc. - Class A Common Stock",Technology,Software - Application
NYSE,HPQ,HP Inc. Common Stock,Technology,Computer Hardware
NASDAQ,VCTR,"Victory Capital Holdings, Inc. - Common Stock",Financial Services,Asset Management
NASDAQ,FLXS,"Flexsteel Industries, Inc. - Common Stock",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NYSE,RBA,"RB Global, Inc. Common Stock",Industrials,Specialty Business Services
NASDAQ,CEMI,"Chembio Diagnostics, Inc. - Common Stock",,
NASDAQ,HOOD,"Robinhood Markets, Inc. - Class A Common Stock",Financial Services,Capital Markets
NASDAQ,NWE,"NorthWestern Energy Group, Inc.  - Common Stock",Utilities,Utilities - Regulated Electric
NYSE,OPFI,OppFi Inc. Class A Common Stock,Financial Services,Credit Services
NASDAQ,LSXMA,Liberty Media Corporation - Series A Liberty SiriusXM Common Stock,Communication Services,Broadcasting
NASDAQ,FOLD,"Amicus Therapeutics, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,TBK,"Triumph Bancorp, Inc. - Common Stock",,
NASDAQ,GCMG,GCM Grosvenor Inc. - Class A Common Stock,Financial Services,Asset Management
NYSE,CHD,"Church & Dwight Company, Inc. Common Stock",Consumer Defensive,Household & Personal Products
NASDAQ,TLRY,"Tilray Brands, Inc. - Common Stock",Healthcare,Drug Manufacturers - Specialty & Generic
NASDAQ,ADVM,"Adverum Biotechnologies, Inc. - Common Stock",Healthcare,Biotechnology
NASDAQ,OMCL,"Omnicell, Inc. - Common Stock",Healthcare,Health Information Services
NASDAQ,QUIK,QuickLogic Corporation - Common Stock,Technology,Semiconductors
AMEX,PTN,"Palatin Technologies, Inc. Common Stock",Healthcare,Biotechnology
NASDAQ,SALM,"Salem Media Group, Inc. - Class A Common Stock",Communication Services,Broadcasting
NYSE,TYL,"Tyler Technologies, Inc. Common Stock",Technology,Software - Application
NASDAQ,AGMH,AGM Group Holdings Inc. - Class A Ordinary Shares,,
NASDAQ,PRTK,"Paratek Pharmaceuticals, Inc.  - Common Stock",,
NASDAQ,DHC,Diversified Healthcare Trust  - Common Shares of Beneficial Interest,Real Estate,REIT - Healthcare Facilities
OTC,BLGO,Biolargo Inc,Basic Materials,Chemicals
NASDAQ,OTEX,Open Text Corporation - Common Shares,Technology,Software - Application
NASDAQ,STRA,"Strategic Education, Inc. - Common Stock",Consumer Defensive,Education & Training Services
NYSE,HLT,Hilton Worldwide Holdings Inc. Common Stock ,Consumer Cyclical,Lodging
NASDAQ,DENN,Denny's Corporation - Common Stock,Consumer Cyclical,Restaurants
NASDAQ,SBSI,"Southside Bancshares, Inc. - Common Stock",Financial Services,Banks - Regional
NYSE,BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,Utilities,Utilities - Diversified
NYSE,AI,"C3.ai, Inc. Class A Common Stock",Technology,Software - Application
NASDAQ,DIOD,Diodes Incorporated - Common Stock,Technology,Semiconductors
NYSE,ARLO,"Arlo Technologies, Inc. Common Stock",Industrials,Building Products & Equipment
OTC,SYSX,Sysorex Inc,,
NASDAQ,FAT,FAT Brands Inc. - Common Stock,Consumer Cyclical,Restaurants
NASDAQ,SBFG,"SB Financial Group, Inc. - Common Stock",Financial Services,Banks - Regional
NASDAQ,HTLF,"Heartland Financial USA, Inc. - Common Stock",Financial Services,Banks - Regional
NYSE,OXM,"Oxford Industries, Inc. Common Stock",Consumer Cyclical,Apparel Manufacturing
TSXV,SEB,Smart Employee Benefits Inc.,,
NYSE,VFC,V.F. Corporation Common Stock,Consumer Cyclical,Apparel Manufacturing
NASDAQ,OPCH,"Option Care Health, Inc. - Common Stock",Healthcare,Medical Care Facilities
NASDAQ,OTRK,"Ontrak, Inc. - Common Stock",Healthcare,Health Information Services
TSX,IGX,IntelGenx Technologies Corp.,Healthcare,Biotechnology
NASDAQ,UGRO,"urban-gro, Inc. - Common Stock",Industrials,Farm & Heavy Construction Machinery
NASDAQ,YI,"111, Inc. - American Depositary Shares",Healthcare,Medical Distribution
NASDAQ,CUE,"Cue Biopharma, Inc. - Common Stock",,
NASDAQ,ASPS,Altisource Portfolio Solutions S.A. - Common Stock,Real Estate,Real Estate Services
NASDAQ,CYBR,CyberArk Software Ltd. - Ordinary Shares,Technology,Software - Infrastructure
NASDAQ,LPLA,LPL Financial Holdings Inc. - Common Stock,Financial Services,Capital Markets
